Name,Setter,Ascensionist Count,Angle,V Grade,Holds
anders 5,arasker,45,40,4,"[[(40, 8), 'Feet'], [(64, 32), 'Feet'], [(48, 48), 'Starting'], [(32, 56), 'Starting'], [(48, 80), 'Hand'], [(32, 88), 'Hand'], [(80, 96), 'Feet'], [(48, 112), 'Hand'], [(48, 136), 'Hand'], [(72, 152), 'Finish']]"
Round Turning,markheal,45,45,9,"[[(64, 24), 'Starting'], [(112, 56), 'Hand'], [(96, 72), 'Hand'], [(88, 112), 'Hand'], [(56, 144), 'Hand'], [(40, 152), 'Finish'], [(84, 4), 'Feet'], [(100, 20), 'Feet'], [(132, 52), 'Feet'], [(100, 100), 'Feet'], [(84, 132), 'Feet']]"
Ridin low and slow on Riverside drive,jackson5240,86,30,5,"[[(136, 48), 'Starting'], [(96, 56), 'Hand'], [(104, 56), 'Hand'], [(136, 56), 'Starting'], [(80, 80), 'Hand'], [(96, 88), 'Hand'], [(112, 104), 'Hand'], [(80, 120), 'Hand'], [(80, 136), 'Hand'], [(56, 152), 'Finish'], [(140, 4), 'Feet'], [(108, 4), 'Feet'], [(92, 4), 'Feet'], [(124, 44), 'Feet'], [(76, 60), 'Feet'], [(60, 76), 'Feet']]"
Sour Gummi Worms,martiiiin,303,0,0,"[[(72, 8), 'Feet'], [(40, 40), 'Feet'], [(72, 40), 'Starting'], [(72, 48), 'Feet'], [(56, 64), 'Hand'], [(48, 72), 'Feet'], [(88, 72), 'Hand'], [(64, 96), 'Hand'], [(72, 96), 'Hand'], [(56, 120), 'Hand'], [(72, 136), 'Finish']]"
Arm and Hammer,mikemeyerdirk,49,25,3,"[[(80, 32), 'Feet'], [(120, 40), 'Starting'], [(128, 40), 'Feet'], [(104, 48), 'Feet'], [(80, 64), 'Hand'], [(104, 64), 'Feet'], [(64, 80), 'Feet'], [(120, 80), 'Starting'], [(88, 96), 'Hand'], [(104, 96), 'Hand'], [(96, 112), 'Hand'], [(80, 120), 'Hand'], [(64, 128), 'Hand'], [(80, 144), 'Hand'], [(72, 152), 'Finish']]"
OcéSamKiKi,gabnado4,62,10,0,"[[(112, 16), 'Feet'], [(136, 16), 'Feet'], [(96, 32), 'Feet'], [(104, 48), 'Feet'], [(120, 64), 'Starting'], [(136, 64), 'Starting'], [(96, 80), 'Hand'], [(104, 88), 'Feet'], [(136, 88), 'Feet'], [(120, 112), 'Hand'], [(112, 128), 'Hand'], [(120, 152), 'Finish']]"
LottiBenJet #2,Okan1986,43,30,1,"[[(88, 8), 'Feet'], [(64, 8), 'Feet'], [(56, 24), 'Feet'], [(40, 40), 'Feet'], [(72, 40), 'Starting'], [(64, 48), 'Feet'], [(56, 64), 'Hand'], [(80, 64), 'Feet'], [(72, 80), 'Hand'], [(64, 88), 'Feet'], [(48, 104), 'Feet'], [(64, 104), 'Hand'], [(32, 112), 'Feet'], [(80, 112), 'Feet'], [(72, 120), 'Hand'], [(56, 128), 'Hand'], [(64, 152), 'Finish']]"
only really dumb people try this,GW_Kilter,342,0,1,"[[(72, 40), 'Starting'], [(72, 64), 'Hand'], [(64, 80), 'Hand'], [(88, 80), 'Hand'], [(72, 112), 'Hand'], [(64, 136), 'Hand'], [(80, 136), 'Hand'], [(72, 152), 'Finish'], [(84, 4), 'Feet'], [(60, 4), 'Feet'], [(100, 36), 'Feet'], [(52, 68), 'Feet'], [(100, 68), 'Feet']]"
hydroclimb,zflizzle,76,5,3,"[[(72, 32), 'Starting'], [(96, 32), 'Starting'], [(80, 48), 'Hand'], [(96, 64), 'Hand'], [(72, 80), 'Hand'], [(72, 96), 'Hand'], [(80, 96), 'Hand'], [(80, 120), 'Hand'], [(96, 152), 'Finish'], [(108, 4), 'Feet'], [(92, 4), 'Feet'], [(68, 20), 'Feet'], [(84, 20), 'Feet'], [(68, 68), 'Feet']]"
koda punch,tannerlemmon,94,10,5,"[[(32, 40), 'Starting'], [(56, 56), 'Starting'], [(56, 80), 'Hand'], [(88, 96), 'Hand'], [(88, 104), 'Hand'], [(96, 128), 'Hand'], [(80, 152), 'Finish']]"
The Clapper,englewoodipad1,48,10,3,"[[(32, 16), 'Feet'], [(80, 16), 'Starting'], [(48, 56), 'Starting'], [(96, 56), 'Hand'], [(64, 72), 'Hand'], [(96, 88), 'Hand'], [(88, 104), 'Hand'], [(112, 104), 'Hand'], [(104, 136), 'Hand'], [(96, 152), 'Finish'], [(44, 4), 'Feet'], [(116, 36), 'Hand'], [(116, 68), 'Feet']]"
KUKUBIRD,awwwyeaaaa,54,30,6,"[[(8, 8), 'Feet'], [(40, 32), 'Starting'], [(16, 56), 'Starting'], [(56, 88), 'Hand'], [(56, 104), 'Hand'], [(96, 120), 'Hand'], [(72, 152), 'Finish'], [(84, 52), 'Feet']]"
magikarp,GW_Kilter,46,45,5,"[[(56, 8), 'Feet'], [(64, 24), 'Starting'], [(56, 40), 'Starting'], [(88, 48), 'Hand'], [(32, 80), 'Hand'], [(64, 80), 'Hand'], [(40, 104), 'Hand'], [(16, 112), 'Hand'], [(48, 128), 'Hand'], [(56, 128), 'Hand'], [(64, 152), 'Finish']]"
fight of a girl,tessacreegan,47,40,2,"[[(80, 40), 'Feet'], [(48, 48), 'Starting'], [(32, 64), 'Starting'], [(80, 64), 'Hand'], [(56, 72), 'Hand'], [(88, 80), 'Hand'], [(56, 96), 'Hand'], [(72, 112), 'Hand'], [(80, 128), 'Hand'], [(64, 152), 'Finish'], [(80, 152), 'Finish'], [(28, 4), 'Feet'], [(52, 20), 'Feet'], [(52, 36), 'Feet']]"
v3-v4 smear high foot,sheylo,64,0,2,"[[(64, 32), 'Feet'], [(104, 48), 'Starting'], [(88, 72), 'Hand'], [(80, 96), 'Hand'], [(56, 120), 'Hand'], [(80, 152), 'Finish'], [(92, 4), 'Feet'], [(100, 36), 'Feet'], [(76, 44), 'Feet'], [(76, 76), 'Feet'], [(44, 92), 'Feet']]"
Spot the Squirrel,nickwlr,48,40,1,"[[(56, 24), 'Feet'], [(32, 48), 'Feet'], [(56, 64), 'Starting'], [(64, 72), 'Starting'], [(72, 80), 'Hand'], [(56, 96), 'Hand'], [(104, 104), 'Feet'], [(72, 112), 'Hand'], [(72, 136), 'Hand'], [(88, 152), 'Finish'], [(28, 28), 'Feet'], [(52, 52), 'Feet']]"
dance with me,jecks89,70,40,6,"[[(112, 8), 'Feet'], [(96, 8), 'Feet'], [(104, 32), 'Starting'], [(96, 64), 'Hand'], [(96, 88), 'Hand'], [(40, 96), 'Hand'], [(64, 96), 'Hand'], [(72, 104), 'Hand'], [(16, 112), 'Hand'], [(40, 128), 'Hand'], [(16, 152), 'Finish'], [(116, 52), 'Feet'], [(28, 60), 'Feet'], [(60, 60), 'Feet'], [(44, 76), 'Feet'], [(60, 92), 'Feet']]"
absolutely filffy,zandy123,92,10,4,"[[(136, 16), 'Starting'], [(112, 48), 'Starting'], [(80, 64), 'Hand'], [(32, 72), 'Feet'], [(104, 80), 'Hand'], [(80, 88), 'Hand'], [(48, 112), 'Hand'], [(56, 136), 'Hand'], [(16, 152), 'Finish'], [(140, 4), 'Feet'], [(92, 4), 'Feet']]"
busty crustacean,BKBChicago,57,20,3,"[[(72, 8), 'Feet'], [(96, 32), 'Starting'], [(64, 40), 'Starting'], [(88, 40), 'Feet'], [(56, 56), 'Feet'], [(96, 56), 'Hand'], [(64, 72), 'Hand'], [(96, 88), 'Hand'], [(72, 104), 'Hand'], [(40, 112), 'Hand'], [(40, 128), 'Hand'], [(72, 152), 'Finish']]"
kids ninja 3,campusescalade,97,0,0,"[[(64, 16), 'Feet'], [(64, 32), 'Feet'], [(48, 40), 'Feet'], [(72, 48), 'Feet'], [(56, 56), 'Feet'], [(72, 56), 'Starting'], [(56, 72), 'Hand'], [(64, 80), 'Hand'], [(72, 88), 'Hand'], [(56, 96), 'Hand'], [(64, 104), 'Hand'], [(56, 112), 'Hand'], [(56, 120), 'Finish'], [(72, 120), 'Finish'], [(52, 20), 'Feet']]"
Send train,JJRichardson,146,30,3,"[[(72, 8), 'Feet'], [(112, 32), 'Feet'], [(72, 48), 'Starting'], [(104, 64), 'Hand'], [(88, 72), 'Hand'], [(104, 88), 'Hand'], [(80, 96), 'Feet'], [(120, 104), 'Hand'], [(96, 112), 'Hand'], [(56, 128), 'Hand'], [(88, 128), 'Hand'], [(64, 152), 'Finish']]"
Nobody likes shoes,beachesrockgym,99,20,4,"[[(8, 64), 'Starting'], [(24, 64), 'Starting'], [(24, 80), 'Hand'], [(56, 88), 'Hand'], [(32, 104), 'Hand'], [(64, 112), 'Hand'], [(56, 128), 'Hand'], [(88, 136), 'Hand'], [(80, 152), 'Finish']]"
Jason Strikes Again,will_avelar,43,25,0,"[[(32, 16), 'Feet'], [(56, 16), 'Feet'], [(32, 24), 'Feet'], [(56, 24), 'Feet'], [(64, 32), 'Feet'], [(32, 40), 'Starting'], [(80, 40), 'Feet'], [(48, 48), 'Starting'], [(96, 48), 'Feet'], [(56, 56), 'Hand'], [(56, 64), 'Hand'], [(56, 72), 'Hand'], [(72, 80), 'Finish'], [(88, 80), 'Finish']]"
Wow Fantastic,ksmd,262,0,3,"[[(96, 8), 'Feet'], [(96, 40), 'Starting'], [(96, 48), 'Starting'], [(72, 64), 'Hand'], [(32, 72), 'Feet'], [(48, 80), 'Feet'], [(88, 96), 'Hand'], [(64, 104), 'Hand'], [(40, 120), 'Hand'], [(40, 152), 'Finish']]"
Thermite,ZEYBOLD,46,40,4,"[[(56, 32), 'Feet'], [(32, 40), 'Starting'], [(48, 48), 'Starting'], [(64, 48), 'Feet'], [(104, 48), 'Feet'], [(56, 72), 'Hand'], [(96, 72), 'Hand'], [(64, 80), 'Feet'], [(96, 96), 'Feet'], [(72, 104), 'Hand'], [(104, 112), 'Hand'], [(72, 136), 'Hand'], [(88, 152), 'Finish'], [(44, 4), 'Feet']]"
bph19,brianharrington,117,30,6,"[[(40, 32), 'Starting'], [(8, 56), 'Starting'], [(32, 96), 'Hand'], [(120, 112), 'Feet'], [(8, 120), 'Hand'], [(56, 136), 'Hand'], [(56, 144), 'Hand'], [(96, 152), 'Finish'], [(36, 20), 'Feet'], [(4, 52), 'Feet']]"
thinking bout the times you drove in my car,kilterian,51,40,5,"[[(64, 16), 'Feet'], [(72, 16), 'Feet'], [(56, 40), 'Starting'], [(24, 48), 'Starting'], [(56, 56), 'Hand'], [(48, 72), 'Hand'], [(80, 72), 'Hand'], [(64, 96), 'Hand'], [(80, 112), 'Hand'], [(72, 128), 'Hand'], [(96, 144), 'Hand'], [(96, 152), 'Finish']]"
Gaston till u die,jojo13222,91,15,4,"[[(112, 16), 'Starting'], [(96, 40), 'Starting'], [(112, 80), 'Hand'], [(88, 112), 'Hand'], [(96, 128), 'Hand'], [(96, 144), 'Hand'], [(136, 152), 'Finish'], [(84, 4), 'Feet']]"
fusi bong,ethan.shy,74,40,4,"[[(80, 40), 'Feet'], [(120, 40), 'Starting'], [(136, 40), 'Starting'], [(112, 56), 'Feet'], [(72, 64), 'Feet'], [(96, 80), 'Hand'], [(120, 80), 'Hand'], [(80, 104), 'Hand'], [(96, 120), 'Hand'], [(104, 128), 'Hand'], [(88, 152), 'Finish'], [(104, 152), 'Finish'], [(116, 4), 'Feet']]"
Bollar Mot Väggen,varmlandsmaskinen,64,30,8,"[[(64, 8), 'Feet'], [(56, 40), 'Starting'], [(64, 40), 'Starting'], [(104, 64), 'Hand'], [(112, 72), 'Hand'], [(80, 104), 'Hand'], [(88, 112), 'Hand'], [(32, 120), 'Hand'], [(96, 128), 'Hand'], [(16, 136), 'Hand'], [(64, 136), 'Hand'], [(8, 152), 'Finish'], [(36, 4), 'Feet'], [(68, 36), 'Feet'], [(140, 44), 'Feet'], [(100, 68), 'Hand'], [(116, 84), 'Feet'], [(100, 100), 'Feet']]"
deleted it,bkbskilterboard,45,35,4,"[[(112, 48), 'Starting'], [(80, 56), 'Starting'], [(56, 80), 'Hand'], [(104, 80), 'Hand'], [(72, 112), 'Hand'], [(40, 136), 'Hand'], [(72, 152), 'Finish'], [(100, 4), 'Feet'], [(68, 20), 'Feet'], [(68, 68), 'Feet'], [(68, 100), 'Feet']]"
Just Do Eat,NateT1302,100,30,5,"[[(64, 16), 'Feet'], [(32, 40), 'Starting'], [(48, 48), 'Starting'], [(48, 72), 'Hand'], [(64, 88), 'Hand'], [(104, 96), 'Hand'], [(64, 104), 'Hand'], [(104, 128), 'Hand'], [(104, 152), 'Finish'], [(76, 44), 'Feet'], [(100, 68), 'Feet'], [(84, 100), 'Feet']]"
Mai Proj two,stone.gardens,99,40,3,"[[(72, 40), 'Starting'], [(56, 64), 'Hand'], [(88, 80), 'Hand'], [(80, 96), 'Hand'], [(104, 112), 'Hand'], [(104, 128), 'Hand'], [(112, 152), 'Finish'], [(68, 4), 'Feet'], [(68, 20), 'Feet'], [(100, 36), 'Feet'], [(76, 60), 'Feet']]"
The Ol’ D-Knee,GirthQuake,47,40,5,"[[(88, 16), 'Feet'], [(88, 24), 'Starting'], [(120, 48), 'Starting'], [(64, 80), 'Feet'], [(112, 80), 'Hand'], [(104, 104), 'Hand'], [(80, 120), 'Hand'], [(72, 128), 'Hand'], [(48, 136), 'Hand'], [(40, 152), 'Finish'], [(124, 44), 'Feet'], [(68, 100), 'Feet']]"
Primero,kyrafrank,104,20,0,"[[(24, 16), 'Feet'], [(56, 32), 'Feet'], [(16, 48), 'Starting'], [(32, 48), 'Starting'], [(72, 64), 'Feet'], [(96, 64), 'Feet'], [(16, 80), 'Hand'], [(72, 80), 'Feet'], [(32, 88), 'Hand'], [(64, 96), 'Hand'], [(56, 112), 'Hand'], [(72, 120), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(28, 4), 'Feet'], [(4, 4), 'Feet']]"
ems project,crops,43,40,1,"[[(112, 40), 'Starting'], [(136, 40), 'Feet'], [(96, 48), 'Starting'], [(112, 64), 'Hand'], [(136, 64), 'Hand'], [(120, 88), 'Hand'], [(80, 96), 'Feet'], [(136, 96), 'Hand'], [(120, 112), 'Hand'], [(136, 112), 'Hand'], [(120, 136), 'Hand'], [(104, 152), 'Finish'], [(120, 152), 'Finish'], [(140, 4), 'Feet'], [(108, 4), 'Feet']]"
Dan Misses The Woody,nickwedge,149,30,7,"[[(96, 8), 'Feet'], [(112, 32), 'Starting'], [(128, 56), 'Starting'], [(80, 80), 'Hand'], [(80, 112), 'Hand'], [(40, 128), 'Hand'], [(40, 152), 'Finish']]"
finn family moomintroll,Chills,71,20,0,"[[(80, 80), 'Starting'], [(104, 80), 'Starting'], [(88, 104), 'Hand'], [(64, 112), 'Hand'], [(72, 136), 'Hand'], [(56, 152), 'Finish'], [(76, 44), 'Feet'], [(108, 44), 'Feet'], [(60, 60), 'Feet'], [(92, 60), 'Feet'], [(68, 100), 'Feet']]"
soda cross,BKBChicago,260,20,5,"[[(8, 64), 'Starting'], [(16, 104), 'Hand'], [(16, 120), 'Hand'], [(40, 136), 'Hand'], [(56, 144), 'Hand'], [(88, 144), 'Finish'], [(20, 20), 'Feet'], [(4, 36), 'Feet'], [(36, 100), 'Feet'], [(44, 124), 'Feet']]"
Equal Spacing Hobos,will_avelar,43,40,4,"[[(32, 48), 'Starting'], [(48, 48), 'Starting'], [(56, 64), 'Hand'], [(80, 88), 'Hand'], [(96, 112), 'Hand'], [(112, 128), 'Hand'], [(112, 152), 'Finish'], [(60, 4), 'Feet'], [(28, 4), 'Feet'], [(100, 52), 'Feet'], [(60, 76), 'Feet'], [(108, 76), 'Feet'], [(108, 92), 'Feet']]"
TEAM RCF #5,Ally,196,30,5,"[[(32, 24), 'Feet'], [(80, 40), 'Starting'], [(56, 64), 'Hand'], [(64, 96), 'Hand'], [(40, 112), 'Hand'], [(64, 136), 'Hand'], [(40, 152), 'Finish'], [(12, 76), 'Feet']]"
Bingiddy Bong Sans Feet,will_avelar,46,40,6,"[[(96, 48), 'Starting'], [(112, 64), 'Starting'], [(88, 96), 'Hand'], [(48, 136), 'Hand'], [(96, 136), 'Hand'], [(40, 152), 'Finish'], [(48, 152), 'Finish'], [(116, 4), 'Feet']]"
✋ droite direct!,mdo03,68,10,5,"[[(24, 24), 'Starting'], [(24, 32), 'Starting'], [(24, 56), 'Hand'], [(64, 64), 'Hand'], [(64, 80), 'Hand'], [(96, 80), 'Hand'], [(88, 120), 'Hand'], [(64, 152), 'Finish'], [(4, 4), 'Feet'], [(60, 28), 'Feet'], [(116, 36), 'Feet'], [(84, 52), 'Feet']]"
"Ravi it’s me, I’m on the floor.",TREWAY,48,15,1,"[[(16, 40), 'Starting'], [(24, 40), 'Starting'], [(32, 40), 'Feet'], [(8, 64), 'Hand'], [(16, 72), 'Hand'], [(48, 80), 'Feet'], [(48, 88), 'Feet'], [(8, 96), 'Hand'], [(32, 96), 'Hand'], [(24, 112), 'Hand'], [(40, 128), 'Hand'], [(16, 144), 'Hand'], [(8, 152), 'Finish'], [(28, 4), 'Feet'], [(4, 4), 'Feet']]"
Annikki’s route,Ekizu,128,5,0,"[[(8, 8), 'Feet'], [(16, 16), 'Feet'], [(8, 40), 'Feet'], [(24, 40), 'Starting'], [(32, 40), 'Feet'], [(8, 64), 'Starting'], [(16, 72), 'Hand'], [(8, 88), 'Hand'], [(16, 104), 'Hand'], [(8, 112), 'Hand'], [(24, 128), 'Hand'], [(24, 136), 'Hand'], [(16, 152), 'Finish']]"
Yoyo Mama,beachesrockgym,68,20,0,"[[(64, 48), 'Starting'], [(88, 48), 'Starting'], [(72, 64), 'Hand'], [(88, 72), 'Hand'], [(72, 88), 'Hand'], [(96, 104), 'Hand'], [(72, 112), 'Hand'], [(80, 128), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(68, 20), 'Feet'], [(84, 20), 'Feet']]"
Stuck in a Pinch,crackboi_kyle,63,30,8,"[[(56, 8), 'Feet'], [(8, 32), 'Starting'], [(32, 32), 'Starting'], [(40, 64), 'Hand'], [(64, 72), 'Hand'], [(40, 96), 'Hand'], [(40, 128), 'Hand'], [(56, 152), 'Finish'], [(36, 68), 'Feet']]"
Jaxsons easy problem,Climber588,46,40,0,"[[(112, 32), 'Feet'], [(112, 40), 'Feet'], [(104, 48), 'Feet'], [(112, 56), 'Feet'], [(128, 56), 'Feet'], [(104, 64), 'Starting'], [(112, 64), 'Starting'], [(120, 64), 'Feet'], [(104, 72), 'Hand'], [(120, 72), 'Feet'], [(120, 80), 'Hand'], [(120, 88), 'Hand'], [(120, 96), 'Hand'], [(128, 96), 'Hand'], [(120, 112), 'Finish']]"
The catcher in the rye unchained,Arne,45,40,7,"[[(112, 64), 'Starting'], [(136, 80), 'Starting'], [(112, 128), 'Hand'], [(96, 136), 'Hand'], [(88, 152), 'Finish'], [(116, 36), 'Feet'], [(132, 52), 'Feet']]"
She's a keeper,jurtle,60,40,8,"[[(16, 40), 'Feet'], [(32, 48), 'Starting'], [(48, 48), 'Starting'], [(128, 56), 'Feet'], [(120, 72), 'Hand'], [(80, 88), 'Hand'], [(40, 136), 'Hand'], [(88, 136), 'Hand'], [(16, 152), 'Finish'], [(92, 44), 'Feet'], [(116, 100), 'Feet']]"
Cream Cheese Eating Rainbow Gerbil,klimb13,40,15,1,"[[(136, 8), 'Feet'], [(104, 8), 'Feet'], [(96, 8), 'Feet'], [(64, 32), 'Feet'], [(120, 40), 'Starting'], [(136, 40), 'Starting'], [(32, 48), 'Feet'], [(8, 64), 'Feet'], [(104, 64), 'Hand'], [(40, 72), 'Feet'], [(88, 72), 'Hand'], [(40, 88), 'Hand'], [(56, 88), 'Feet'], [(72, 88), 'Hand'], [(32, 96), 'Feet'], [(32, 104), 'Hand'], [(56, 112), 'Hand'], [(48, 136), 'Hand'], [(72, 136), 'Hand'], [(56, 152), 'Finish'], [(72, 152), 'Finish'], [(60, 44), 'Feet'], [(28, 60), 'Feet'], [(76, 76), 'Feet']]"
Nice Lil’ Number,will_avelar,576,0,3,"[[(104, 32), 'Starting'], [(96, 64), 'Hand'], [(64, 88), 'Hand'], [(64, 120), 'Hand'], [(64, 128), 'Hand'], [(88, 128), 'Hand'], [(104, 152), 'Finish'], [(116, 4), 'Feet'], [(92, 4), 'Feet'], [(76, 28), 'Feet'], [(84, 36), 'Feet'], [(76, 60), 'Feet'], [(92, 92), 'Feet'], [(108, 92), 'Feet'], [(68, 100), 'Hand']]"
Lockdown Party act II,jeffreyb,80,15,4,"[[(32, 32), 'Starting'], [(64, 40), 'Starting'], [(64, 64), 'Hand'], [(88, 64), 'Hand'], [(56, 88), 'Hand'], [(32, 96), 'Hand'], [(64, 120), 'Hand'], [(56, 128), 'Hand'], [(88, 144), 'Hand'], [(80, 152), 'Finish'], [(76, 4), 'Feet'], [(60, 4), 'Feet'], [(92, 92), 'Feet']]"
iiwii 6,dabadasswei,91,40,6,"[[(56, 16), 'Feet'], [(40, 32), 'Starting'], [(32, 48), 'Feet'], [(40, 72), 'Hand'], [(64, 88), 'Hand'], [(56, 104), 'Hand'], [(88, 104), 'Hand'], [(96, 104), 'Hand'], [(104, 136), 'Hand'], [(88, 152), 'Finish'], [(28, 4), 'Feet'], [(60, 76), 'Feet'], [(116, 84), 'Feet']]"
bph22,brianharrington,45,30,5,"[[(96, 24), 'Feet'], [(72, 48), 'Starting'], [(64, 56), 'Hand'], [(32, 72), 'Hand'], [(64, 80), 'Hand'], [(88, 96), 'Hand'], [(48, 104), 'Hand'], [(120, 104), 'Hand'], [(112, 128), 'Hand'], [(128, 152), 'Finish'], [(36, 68), 'Feet'], [(100, 84), 'Feet']]"
Whack AF,daxxta,40,40,6,"[[(72, 8), 'Feet'], [(40, 16), 'Starting'], [(64, 40), 'Starting'], [(48, 64), 'Hand'], [(96, 64), 'Feet'], [(64, 80), 'Hand'], [(48, 96), 'Hand'], [(64, 120), 'Hand'], [(64, 128), 'Hand'], [(72, 152), 'Finish'], [(92, 44), 'Feet'], [(52, 52), 'Feet'], [(68, 68), 'Feet']]"
in a row,rikischwark,53,20,3,"[[(40, 40), 'Starting'], [(32, 64), 'Hand'], [(20, 4), 'Feet'], [(12, 28), '15,""'], [(64, 32), 'Feet'], [(56, 88), '13,""'], [(56, 104), '13,""'], [(96, 120), 'Hand'], [(100, 68), 'Feet'], [(124, 76), '15,""'], [(96, 128), '13,""'], [(96, 152), 'Hand'], [(84, 84), '15,""x1131'], [(64, 152), '13x1462x1474'], [(92, 108), '15,""x1145'], [(56, 136), '13,""x1195'], [(16, 128), 'Hand'], [(4, 68), 'Feet'], [(4, 84), '15,""x1249x1283'], [(8, 112), 'Hand'], [(4, 36), 'Feet'], [(4, 52), '15x1525,""'], [(8, 96), '13x1535x1542x1569,""'], [(48, 96), '13x1322x1339'], [(68, 36), '15,""'], [(88, 80), 'Hand'], [(48, 88), '13x1386x1390'], [(84, 20), '15,""'], [(104, 8), 'Feet'], [(64, 8), 'Feet'], [(80, 48), '13x1351,""'], [(120, 56), '13x1329'], [(140, 4), '15x1519x1537,""'], [(120, 40), 'Hand'], [(136, 80), '13x1260x1265x1294'], [(140, 28), '15x1483x1501,""x1248'], [(120, 96), 'Hand'], [(116, 52), '15,""x1236'], [(112, 120), 'Hand'], [(100, 68), 'Feet'], [(92, 76), '15,""'], [(88, 136), '13,""'], [(80, 136), 'Hand'], [(68, 84), '15,""'], [(48, 144), 'Hand'], [(28, 92), '15,""'], [(32, 152), 'Finish']]"
Tycoon,Cadsmar,53,45,9,"[[(96, 56), 'Starting'], [(128, 80), 'Starting'], [(120, 104), 'Hand'], [(80, 120), 'Hand'], [(56, 144), 'Finish'], [(140, 60), 'Feet'], [(44, 92), 'Feet']]"
sit that start,MadMaXXX,104,10,3,"[[(56, 16), 'Feet'], [(72, 32), 'Starting'], [(56, 40), 'Starting'], [(96, 48), 'Feet'], [(64, 56), 'Hand'], [(32, 72), 'Hand'], [(72, 96), 'Hand'], [(56, 120), 'Hand'], [(56, 136), 'Hand'], [(72, 152), 'Finish'], [(68, 4), 'Feet'], [(44, 4), 'Feet']]"
Crank Shaft,simmailhot,60,35,4,"[[(128, 48), 'Starting'], [(96, 64), 'Hand'], [(112, 88), 'Hand'], [(88, 96), 'Hand'], [(96, 128), 'Hand'], [(64, 136), 'Hand'], [(72, 152), 'Finish'], [(140, 4), 'Feet'], [(116, 4), 'Feet'], [(124, 28), 'Feet'], [(68, 100), 'Feet'], [(44, 108), 'Feet']]"
Look At This! 7x10 edit,hwilly,89,40,1,"[[(32, 40), 'Feet'], [(48, 48), 'Feet'], [(96, 48), 'Feet'], [(72, 64), 'Starting'], [(112, 64), 'Feet'], [(32, 72), 'Feet'], [(80, 80), 'Feet'], [(88, 80), 'Starting'], [(32, 88), 'Feet'], [(56, 88), 'Feet'], [(48, 104), 'Feet'], [(64, 104), 'Hand'], [(80, 104), 'Feet'], [(72, 120), 'Hand'], [(56, 128), 'Hand'], [(64, 128), 'Hand'], [(72, 144), 'Hand'], [(56, 152), 'Finish'], [(72, 152), 'Finish']]"
Recumbent,BKreinbrink,60,25,4,"[[(80, 16), 'Feet'], [(56, 40), 'Starting'], [(96, 40), 'Feet'], [(64, 56), 'Starting'], [(104, 64), 'Feet'], [(32, 88), 'Feet'], [(48, 88), 'Hand'], [(80, 96), 'Hand'], [(48, 112), 'Hand'], [(96, 120), 'Hand'], [(48, 136), 'Hand'], [(80, 136), 'Hand'], [(56, 152), 'Finish'], [(44, 76), 'Feet']]"
The Ying to my Yang,ChiNNe,61,40,3,"[[(136, 32), 'Starting'], [(120, 40), 'Starting'], [(128, 64), 'Hand'], [(112, 80), 'Hand'], [(120, 112), 'Hand'], [(104, 128), 'Hand'], [(120, 144), 'Hand'], [(96, 152), 'Finish'], [(124, 4), 'Feet'], [(100, 52), 'Feet'], [(124, 108), 'Feet']]"
ISFJ-T,will_avelar,78,40,3,"[[(104, 32), 'Starting'], [(72, 48), 'Hand'], [(80, 72), 'Hand'], [(48, 80), 'Hand'], [(48, 104), 'Hand'], [(48, 112), 'Hand'], [(72, 128), 'Hand'], [(64, 144), 'Hand'], [(64, 152), 'Finish'], [(116, 4), 'Feet'], [(92, 4), 'Feet'], [(76, 4), 'Feet'], [(52, 20), 'Feet'], [(28, 44), 'Feet'], [(60, 60), 'Feet'], [(84, 100), 'Feet']]"
Halfway,juano9912,138,40,5,"[[(64, 32), 'Feet'], [(64, 40), 'Starting'], [(104, 40), 'Starting'], [(104, 72), 'Hand'], [(80, 80), 'Hand'], [(72, 112), 'Hand'], [(40, 120), 'Hand'], [(64, 136), 'Hand'], [(96, 152), 'Finish'], [(108, 4), 'Feet'], [(84, 4), 'Feet'], [(100, 36), 'Feet']]"
The Lankier the Swankier,slums_,58,40,4,"[[(56, 16), 'Feet'], [(40, 48), 'Feet'], [(40, 56), 'Starting'], [(64, 72), 'Starting'], [(88, 72), 'Feet'], [(40, 88), 'Hand'], [(72, 112), 'Hand'], [(80, 144), 'Hand'], [(112, 152), 'Finish'], [(44, 92), 'Hand']]"
Diag-Noe-Match,BigMath,113,20,3,"[[(16, 32), 'Starting'], [(32, 32), 'Starting'], [(32, 48), 'Hand'], [(48, 48), 'Feet'], [(56, 56), 'Hand'], [(72, 64), 'Hand'], [(72, 72), 'Hand'], [(88, 88), 'Hand'], [(88, 96), 'Hand'], [(104, 104), 'Hand'], [(104, 128), 'Hand'], [(128, 144), 'Hand'], [(136, 152), 'Finish'], [(52, 4), 'Feet'], [(28, 4), 'Feet'], [(20, 4), 'Feet'], [(4, 4), 'Feet'], [(68, 20), 'Feet'], [(76, 28), 'Feet'], [(100, 68), 'Feet'], [(140, 76), 'Feet'], [(108, 108), 'Feet'], [(140, 108), 'Feet']]"
